flip_angle_deg,refocusing_angle_deg,tr_ms,te_ms,bandwidth_khz,sequence_factor,max_relative_sar,mean_relative_sar,artifact_risk_proxy,snr_preservation_proxy,sar_rank_proxy,artifact_control_proxy,optimization_score
80.0,110.0,3500.0,10.0,320.0,0.45,0.00014938040112610906,6.268224387895316e-05,0.5208333333333334,0.8314794192830981,0.9051538252934876,0.6575342465753424,0.8211466088108345
90.0,120.0,4200.0,10.0,500.0,0.45,0.00018749709124676883,7.867657404858619e-05,0.33333333333333337,0.7905694150420949,0.8809523778068251,0.7499999999999999,0.8210993945256997
80.0,120.0,3500.0,8.0,200.0,0.7,0.0002765389217529446,0.00011603984603425488,0.6666666666666666,1.0517475169954873,0.8244170146312008,0.6000000000000001,0.8209876565840404
80.0,120.0,5000.0,8.0,200.0,1.0,0.0002765389217529446,0.00011603984603425488,0.6666666666666666,1.1111111111111112,0.8244170146312008,0.6000000000000001,0.8209876565840404
90.0,110.0,3500.0,12.0,200.0,0.45,0.00018905955948866904,7.933221786515787e-05,1.0,1.1832159566199232,0.879960305664483,0.5,0.8209821375490174
80.0,110.0,4200.0,8.0,200.0,1.0,0.00027663036598823965,0.00011607823398662731,0.6666666666666666,1.1111111111111112,0.8243589287968076,0.6000000000000001,0.8209615179585634
60.0,120.0,4200.0,8.0,200.0,0.55,0.00010185027349507436,4.273789090802893e-05,0.6666666666666666,0.8333333333333333,0.9353321576126308,0.6000000000000001,0.8208994709256838
80.0,110.0,5000.0,12.0,320.0,0.7,0.0001626586599741131,6.825399759691209e-05,0.625,0.8784104611578832,0.896723056165699,0.6153846153846154,0.8208946674680834
90.0,120.0,4200.0,10.0,200.0,0.55,0.0002291631099069491,9.616026363801211e-05,0.8333333333333334,1.25,0.8544973408666124,0.5454545454545454,0.820887439753612
70.0,130.0,5000.0,15.0,200.0,0.45,0.00011181731679243967,4.6920209570089355e-05,1.25,0.9722222222222222,0.9290037797187871,0.4444444444444444,0.820829478651232
90.0,120.0,5000.0,12.0,500.0,0.45,0.0001574975613038987,6.608832336496562e-05,0.4,0.7905694150420949,0.8999999955962218,0.7142857142857143,0.8207422511023569
90.0,110.0,4200.0,12.0,500.0,0.45,0.00015754964260850102,6.611018034163862e-05,0.4,0.7905694150420949,0.8999669232219768,0.7142857142857143,0.8207273685339467
70.0,130.0,5000.0,8.0,200.0,1.0,0.0002484829456079751,0.00010426715016365051,0.6666666666666666,0.9722222222222222,0.8422305946853267,0.6000000000000001,0.8206704342750636
80.0,150.0,3500.0,8.0,200.0,0.45,0.0002777734480332583,0.00011655788694042712,0.6666666666666666,1.0517475169954873,0.8236331531219221,0.6000000000000001,0.820634918904865
90.0,150.0,4200.0,8.0,320.0,0.55,0.0003580673655960709,0.00015025038737803698,0.41666666666666663,0.9882117688026186,0.7726521322609605,0.7058823529411765,0.820627578393512
80.0,120.0,4200.0,10.0,200.0,0.7,0.00023044910631142557,9.669988503446802e-05,0.8333333333333334,1.1111111111111112,0.8536808253420172,0.5454545454545454,0.8205200077675441
70.0,120.0,4200.0,15.0,200.0,0.45,0.0001134241683757864,4.7594468924216926e-05,1.25,0.9722222222222222,0.9279835399101647,0.4444444444444444,0.820370370737352
90.0,110.0,3500.0,10.0,200.0,0.55,0.00023107280139811337,9.696158667793497e-05,0.8333333333333334,1.1832159566199232,0.8532848376067157,0.5454545454545454,0.8203418132866583
70.0,130.0,3500.0,8.0,200.0,0.55,0.00019523658556863666,8.192418317776173e-05,0.6666666666666666,0.9202790773710514,0.8760383338322814,0.6000000000000001,0.8203009734358421
80.0,150.0,4200.0,10.0,200.0,0.45,0.00023147789761424065,9.713157487567514e-05,0.8333333333333334,1.1111111111111112,0.8530276239317865,0.5454545454545454,0.8202260671329403
90.0,120.0,3500.0,12.0,320.0,0.45,0.00022499651822727174,9.441190195502713e-05,0.625,0.9354143466934853,0.8571428335511883,0.6153846153846154,0.8201847329522342
70.0,130.0,4200.0,12.0,200.0,0.55,0.00016269716434180737,6.827015749877319e-05,1.0,0.9722222222222222,0.8966986041872709,0.5,0.8201810385509385
90.0,120.0,5000.0,12.0,200.0,0.55,0.00019249701290391386,8.077461825450882e-05,1.0,1.25,0.8777777711721105,0.5,0.8199999970274497
80.0,180.0,5000.0,8.0,200.0,0.45,0.0002799956710077822,0.00011749035911634564,0.6666666666666666,1.1111111111111112,0.8222222046071095,0.6000000000000001,0.8199999920731993
90.0,130.0,5000.0,8.0,500.0,0.55,0.00022591663582716137,9.479798609390855e-05,0.26666666666666666,0.7905694150420949,0.8565586393452744,0.7894736842105263,0.8199906332706335
90.0,110.0,4200.0,12.0,200.0,0.55,0.00019256067753303796,8.08013355708681e-05,1.0,1.25,0.8777373444882797,0.5,0.8199818050197258
80.0,110.0,3500.0,10.0,200.0,0.7,0.0002323695080121979,9.750570461619645e-05,0.8333333333333334,1.0517475169954873,0.852461518244809,0.5454545454545454,0.8199713195738004
80.0,110.0,5000.0,10.0,200.0,1.0,0.0002323695080121979,9.750570461619645e-05,0.8333333333333334,1.1111111111111112,0.852461518244809,0.5454545454545454,0.8199713195738004
80.0,120.0,5000.0,12.0,200.0,0.7,0.0001935772452270612,8.122789586195722e-05,1.0,1.1111111111111112,0.8770919047371177,0.5,0.819691357131703
80.0,110.0,4200.0,12.0,200.0,0.7,0.0001936412591021508,8.125475869746879e-05,1.0,1.1111111111111112,0.8770512578643772,0.5,0.8196730660389697
90.0,120.0,5000.0,10.0,500.0,0.55,0.00019249701290391386,8.077461825450882e-05,0.33333333333333337,0.7905694150420949,0.8777777711721105,0.7499999999999999,0.8196708215400782
90.0,110.0,4200.0,10.0,500.0,0.55,0.00019256067753303796,8.08013355708681e-05,0.33333333333333337,0.7905694150420949,0.8777373444882797,0.7499999999999999,0.8196526295323543
70.0,120.0,4200.0,8.0,200.0,1.0,0.0002520536945667118,0.00010576549539109692,0.6666666666666666,0.9722222222222222,0.8399634085665992,0.6000000000000001,0.8196502005216363
90.0,130.0,3500.0,10.0,320.0,0.45,0.00026405841344967484,0.0001108028445742093,0.5208333333333334,0.9354143466934853,0.8323412611909913,0.6575342465753424,0.8195614331878274
60.0,110.0,5000.0,10.0,200.0,0.45,5.8818528486881405e-05,2.468113052600529e-05,0.8333333333333334,0.8333333333333333,0.962654323250707,0.5454545454545454,0.8195580818264545
90.0,110.0,5000.0,12.0,500.0,0.55,0.0001617509697098285,6.787311576772481e-05,0.4,0.7905694150420949,0.8972993786180892,0.7142857142857143,0.8195269734621972
70.0,120.0,5000.0,15.0,200.0,0.55,0.0001164488130598329,4.8863657866604626e-05,1.25,0.9722222222222222,0.9260630962770724,0.4444444444444444,0.8195061711024603
70.0,110.0,4200.0,15.0,200.0,0.55,0.00011648731742752716,4.887981413048692e-05,1.25,0.9722222222222222,0.9260386498033669,0.4444444444444444,0.819495170189293
80.0,150.0,5000.0,12.0,200.0,0.45,0.000194441425264813,8.159052231349051e-05,1.0,1.1111111111111112,0.8765432049834563,0.5,0.8194444422425553
80.0,130.0,5000.0,15.0,200.0,0.45,0.00014604712487198412,6.128355016699061e-05,1.25,1.1111111111111112,0.9072702260468155,0.4444444444444444,0.819382712832178
80.0,150.0,4200.0,8.0,200.0,0.55,0.0002829174336511642,0.00011871637252625078,0.6666666666666666,1.1111111111111112,0.8203670910235411,0.6000000000000001,0.8191651909605936
90.0,120.0,4200.0,8.0,500.0,0.55,0.0002291631099069491,9.616026363801211e-05,0.26666666666666666,0.7905694150420949,0.8544973408666124,0.7894736842105263,0.8190630489552357
70.0,130.0,4200.0,8.0,320.0,0.45,0.0001331158564426005,5.585739927482791e-05,0.41666666666666663,0.7686091535131477,0.9154806796562269,0.7058823529411765,0.8190196401345406
60.0,120.0,5000.0,8.0,200.0,0.7,0.00010888719407375902,4.569068914861418e-05,0.6666666666666666,0.8333333333333333,0.9308641998550805,0.6000000000000001,0.8188888899347863
60.0,110.0,4200.0,8.0,200.0,0.7,0.00010892321006394923,4.570580131257884e-05,0.6666666666666666,0.8333333333333333,0.9308413332368025,0.6000000000000001,0.8188785999565611
70.0,130.0,4200.0,10.0,200.0,0.7,0.00020706911163870245,8.688928210176528e-05,0.8333333333333334,0.9722222222222222,0.8685255102503662,0.5454545454545454,0.8188667826429677
80.0,120.0,4200.0,15.0,200.0,0.45,0.00014814584574196488,6.216420297278091e-05,1.25,1.1111111111111112,0.9059376868027663,0.4444444444444444,0.818783070172356
70.0,180.0,4200.0,8.0,200.0,0.45,0.00025520435883663595,0.00010708755144150928,0.6666666666666666,0.9722222222222222,0.8379629703025933,0.6000000000000001,0.8187500033028337
60.0,150.0,5000.0,8.0,200.0,0.45,0.00010937330807792023,4.5894670620327815e-05,0.6666666666666666,0.8333333333333333,0.9305555500508328,0.6000000000000001,0.8187499975228748
80.0,150.0,5000.0,10.0,200.0,0.55,0.0002376506308792159,9.97217430267483e-05,0.8333333333333334,1.1111111111111112,0.8491083714326204,0.5454545454545454,0.8184624035083156
90.0,110.0,3500.0,12.0,320.0,0.55,0.00023107280139811337,9.696158667793497e-05,0.625,0.9354143466934853,0.8532848376067157,0.6153846153846154,0.8184486347772215
80.0,110.0,5000.0,10.0,500.0,0.45,0.00010456627933308482,4.3877567804884166e-05,0.33333333333333337,0.7027283689263065,0.9336076821092195,0.7499999999999999,0.8184419676270407
80.0,110.0,3500.0,15.0,200.0,0.45,0.00014938040112610906,6.268224387895316e-05,1.25,1.0517475169954873,0.9051538252934876,0.4444444444444444,0.8184303324931805
70.0,110.0,3500.0,12.0,200.0,0.45,0.00011436936620157212,4.7991092287702486e-05,1.0,0.9202790773710514,0.927383398522462,0.5,0.8184062525464233
80.0,120.0,5000.0,15.0,320.0,0.45,0.00012444252206478268,5.22179325344041e-05,0.78125,0.8784104611578832,0.920987653831679,0.5614035087719298,0.8183184597646029
80.0,110.0,4200.0,15.0,320.0,0.45,0.00012448366032913327,5.223520201980136e-05,0.78125,0.8784104611578832,0.9209615229128139,0.5614035087719298,0.8183067008511137
90.0,130.0,5000.0,12.0,320.0,0.7,0.0002875302452594042,0.00012065198825439438,0.625,0.9882117688026186,0.8174382592498939,0.6153846153846154,0.8181569011493917
70.0,130.0,5000.0,8.0,320.0,0.55,0.0001366656069876626,5.7346933317603543e-05,0.41666666666666663,0.7686091535131477,0.9132268259759851,0.7058823529411765,0.8180054059784319
90.0,110.0,3500.0,8.0,500.0,0.45,0.00018905955948866904,7.933221786515787e-05,0.26666666666666666,0.7483314773547883,0.879960305664483,0.7894736842105263,0.8178500018080854
90.0,130.0,5000.0,8.0,200.0,0.7,0.0002875302452594042,0.00012065198825439438,0.6666666666666666,1.25,0.8174382592498939,0.6000000000000001,0.8178472166624523
70.0,120.0,5000.0,10.0,320.0,0.45,9.527630027150735e-05,3.997935709776357e-05,0.5208333333333334,0.7686091535131477,0.9395061686803823,0.6575342465753424,0.817744083603952
70.0,110.0,4200.0,10.0,320.0,0.45,9.530780516797677e-05,3.999257387476973e-05,0.5208333333333334,0.7686091535131477,0.9394861700226539,0.6575342465753424,0.8177350842079741
80.0,130.0,4200.0,12.0,320.0,0.45,0.00017386561376042664,7.295660179806873e-05,0.625,0.8784104611578832,0.8896074203486436,0.6153846153846154,0.8176926313504084
80.0,120.0,5000.0,15.0,200.0,0.55,0.00015209641424007714,6.382192805176601e-05,1.25,1.1111111111111112,0.9034293387806308,0.4444444444444444,0.817654313562395
80.0,110.0,4200.0,15.0,200.0,0.55,0.00015214670565910637,6.384302832884714e-05,1.25,1.1111111111111112,0.9033974113887164,0.4444444444444444,0.8176399462360335
70.0,120.0,5000.0,10.0,200.0,1.0,0.00021172509877942502,8.884300768841058e-05,0.8333333333333334,0.9722222222222222,0.8655692759669001,0.5454545454545454,0.817536477215408
70.0,110.0,4200.0,10.0,200.0,1.0,0.00021179513714741915,8.887239528121427e-05,0.8333333333333334,0.9722222222222222,0.8655248088165753,0.5454545454545454,0.8175164669977618
70.0,120.0,4200.0,8.0,320.0,0.55,0.000138629533466883,5.817101555294357e-05,0.41666666666666663,0.7686091535131477,0.9119798851706028,0.7058823529411765,0.8174442826160098
80.0,110.0,5000.0,15.0,320.0,0.55,0.0001278032286791131,5.3628140449291095e-05,0.78125,0.8784104611578832,0.9188538306308668,0.5614035087719298,0.8173582393242375
70.0,110.0,5000.0,15.0,200.0,0.7,0.0001245355379069224,5.225696804700419e-05,1.25,0.9722222222222222,0.9209285881566375,0.4444444444444444,0.8171956424482647
80.0,130.0,4200.0,10.0,320.0,0.55,0.0002125024184351787,8.916918159229681e-05,0.5208333333333334,0.8784104611578832,0.865075733535132,0.6575342465753424,0.81719078008201
70.0,110.0,5000.0,10.0,320.0,0.55,9.784934809431434e-05,4.105904372408986e-05,0.5208333333333334,0.7686091535131477,0.9378724660550171,0.6575342465753424,0.8170089174225377
90.0,120.0,4200.0,12.0,320.0,0.7,0.00029166211606934667,0.00012238578347023576,0.625,0.9882117688026186,0.8148148074751844,0.6153846153846154,0.8169763478507724
70.0,130.0,5000.0,12.0,200.0,0.7,0.00017393805319443345,7.29870080249384e-05,1.0,0.9722222222222222,0.8895614118759505,0.5,0.8169693020108444
90.0,110.0,3500.0,15.0,320.0,0.45,0.00018905955948866904,7.933221786515787e-05,0.78125,0.9354143466934853,0.879960305664483,0.5614035087719298,0.8169573187500454
90.0,120.0,5000.0,15.0,320.0,0.7,0.00024499621940776706,0.00010280407150276005,0.78125,0.9882117688026186,0.8444444180217753,0.5614035087719298,0.816814395943567
70.0,130.0,3500.0,10.0,200.0,0.45,0.00015973903646226972,6.70288791297935e-05,0.8333333333333334,0.9202790773710514,0.8985768155874724,0.5454545454545454,0.8168069265893144
70.0,180.0,5000.0,8.0,200.0,0.55,0.0002620098239276558,0.00010994323383783922,0.6666666666666666,0.9722222222222222,0.83364196111869,0.6000000000000001,0.8168055491700772
90.0,110.0,4200.0,15.0,320.0,0.7,0.00024507721536792815,0.00010283805022481829,0.78125,0.9882117688026186,0.8443930039113478,0.5614035087719298,0.8167912595938744
70.0,180.0,5000.0,10.0,200.0,0.45,0.00021437167015392333,8.995354437502101e-05,0.8333333333333334,0.9722222222222222,0.863888893292667,0.5454545454545454,0.8167803050120032
90.0,120.0,4200.0,8.0,200.0,0.7,0.00029166211606934667,0.00012238578347023576,0.6666666666666666,1.25,0.8148148074751844,0.6000000000000001,0.816666663363833
90.0,150.0,4200.0,12.0,320.0,0.45,0.00029296422144398093,0.00012293214967940003,0.625,0.9882117688026186,0.8139880861946222,0.6153846153846154,0.8166043232745194
90.0,150.0,5000.0,15.0,320.0,0.45,0.0002460899413563311,0.00010326300252927467,0.78125,0.9882117688026186,0.8437499972476387,0.5614035087719298,0.8165019065952055
80.0,130.0,5000.0,8.0,500.0,0.45,0.00014604712487198412,6.128355016699061e-05,0.26666666666666666,0.7027283689263065,0.9072702260468155,0.7894736842105263,0.8164585334515906
90.0,120.0,3500.0,10.0,320.0,0.55,0.0002749957493506372,0.0001153923076344654,0.5208333333333334,0.9354143466934853,0.8253968222512695,0.6575342465753424,0.8164364356649525
80.0,130.0,5000.0,12.0,320.0,0.55,0.00017850202857516706,7.490211282856762e-05,0.625,0.8784104611578832,0.8866636157291331,0.6153846153846154,0.8163679192716288
60.0,120.0,5000.0,10.0,200.0,0.45,6.999891775194556e-05,2.937258977908641e-05,0.8333333333333334,0.8333333333333333,0.9555555511517774,0.5454545454545454,0.8163636343819362
90.0,120.0,5000.0,10.0,200.0,0.7,0.00024499621940776706,0.00010280407150276005,0.8333333333333334,1.25,0.8444444180217753,0.5454545454545454,0.8163636244734352
60.0,110.0,4200.0,10.0,200.0,0.45,7.002206257311627e-05,2.9382297725533135e-05,0.8333333333333334,0.8333333333333333,0.9555408617991354,0.5454545454545454,0.8163570241732473
90.0,110.0,4200.0,10.0,200.0,0.7,0.00024507721536792815,0.00010283805022481829,0.8333333333333334,1.25,0.8443930039113478,0.5454545454545454,0.8163404881237428
80.0,130.0,3500.0,8.0,320.0,0.45,0.00020863873942289501,8.7547923612874e-05,0.41666666666666663,0.8314794192830981,0.8675289022164832,0.7058823529411765,0.816302420017641
90.0,150.0,4200.0,8.0,200.0,0.45,0.00029296422144398093,0.00012293214967940003,0.6666666666666666,1.25,0.8139880861946222,0.6000000000000001,0.8162946387875799
90.0,110.0,5000.0,12.0,320.0,1.0,0.0002940926351584494,0.00012340565444901586,0.625,0.9882117688026186,0.8132716135011737,0.6153846153846154,0.8162819105624676
70.0,120.0,4200.0,12.0,200.0,0.7,0.00017643759201746434,7.403583731502295e-05,1.0,0.9722222222222222,0.8879744003088986,0.5,0.816255146805671
90.0,110.0,5000.0,12.0,200.0,0.7,0.00020586485334206372,8.638395229354501e-05,1.0,1.25,0.869290138258378,0.5,0.8161805622162701
70.0,150.0,4200.0,10.0,200.0,0.55,0.00021660863421857357,9.089221566682681e-05,0.8333333333333334,0.9722222222222222,0.862468564730299,0.5454545454545454,0.8161411571589375
90.0,120.0,5000.0,15.0,200.0,0.45,0.0001574975613038987,6.608832336496562e-05,1.25,1.25,0.8999999955962218,0.4444444444444444,0.8161111091294109
90.0,110.0,4200.0,15.0,200.0,0.45,0.00015754964260850102,6.611018034163862e-05,1.25,1.25,0.8999669232219768,0.4444444444444444,0.8160962265610008
90.0,150.0,5000.0,10.0,200.0,0.45,0.0002460899413563311,0.00010326300252927467,0.8333333333333334,1.25,0.8437499972476387,0.5454545454545454,0.8160511351250738
70.0,150.0,4200.0,12.0,200.0,0.45,0.00017722525808494538,7.436636224156246e-05,1.0,0.9722222222222222,0.8874742742287289,0.5,0.8160300900695947
90.0,110.0,5000.0,15.0,500.0,0.45,0.00013234169455245137,5.5532549595227465e-05,0.5,0.7905694150420949,0.9159722183689163,0.6666666666666666,0.8160249894453074
90.0,110.0,3500.0,8.0,200.0,0.7,0.0002940926351584494,0.00012340565444901586,0.6666666666666666,1.1832159566199232,0.8132716135011737,0.6000000000000001,0.8159722260755282
90.0,110.0,5000.0,8.0,200.0,1.0,0.0002940926351584494,0.00012340565444901586,0.6666666666666666,1.25,0.8132716135011737,0.6000000000000001,0.8159722260755282
80.0,120.0,4200.0,8.0,500.0,0.45,0.00014814584574196488,6.216420297278091e-05,0.26666666666666666,0.7027283689263065,0.9059376868027663,0.7894736842105263,0.8158588907917683
90.0,110.0,5000.0,10.0,500.0,0.7,0.00020586485334206372,8.638395229354501e-05,0.33333333333333337,0.7905694150420949,0.869290138258378,0.7499999999999999,0.8158513867288986
60.0,130.0,4200.0,8.0,200.0,0.55,0.00011953261127928272,5.0157665100414306e-05,0.6666666666666666,0.8333333333333333,0.9241050994254214,0.6000000000000001,0.8158472947414397
70.0,110.0,5000.0,12.0,200.0,1.0,0.0001779079029802233,7.465280941687524e-05,1.0,0.9722222222222222,0.8870408433693237,0.5,0.8158350461828623
60.0,110.0,5000.0,10.0,200.0,0.55,7.188931340351701e-05,3.0165829230099916e-05,0.8333333333333334,0.8333333333333333,0.9543552793858174,0.5454545454545454,0.8158235120872542
80.0,120.0,4200.0,12.0,320.0,0.55,0.0001810671528801322,7.597847434226424e-05,0.625,0.8784104611578832,0.8850349444203558,0.6153846153846154,0.815635017182679
70.0,120.0,3500.0,8.0,200.0,0.7,0.00021172509877942502,8.884300768841058e-05,0.6666666666666666,0.9202790773710514,0.8655692759669001,0.6000000000000001,0.8155898973964205
80.0,130.0,3500.0,12.0,200.0,0.45,0.00020863873942289501,8.7547923612874e-05,1.0,1.0517475169954873,0.8675289022164832,0.5,0.8153880059974175
70.0,150.0,3500.0,8.0,200.0,0.45,0.0002126703184330836,8.923963468987495e-05,0.6666666666666666,0.9202790773710514,0.8649691290744747,0.6000000000000001,0.815319831294829
70.0,120.0,3500.0,10.0,200.0,0.55,0.00016635544307064265,6.980522448429838e-05,0.8333333333333334,0.9202790773710514,0.894375853397167,0.5454545454545454,0.8149164936036769
90.0,110.0,5000.0,15.0,200.0,0.55,0.0001617509697098285,6.787311576772481e-05,1.25,1.25,0.8972993786180892,0.4444444444444444,0.8148958314892512
90.0,130.0,3500.0,8.0,320.0,0.55,0.0003227380511816591,0.00013542568194679916,0.41666666666666663,0.9354143466934853,0.7950837893665843,0.7058823529411765,0.8148825974583027
70.0,130.0,4200.0,15.0,200.0,0.45,0.0001331158564426005,5.585739927482791e-05,1.25,0.9722222222222222,0.9154806796562269,0.4444444444444444,0.8147440836230799
80.0,120.0,5000.0,8.0,500.0,0.55,0.00015209641424007714,6.382192805176601e-05,0.26666666666666666,0.7027283689263065,0.9034293387806308,0.7894736842105263,0.8147301341818074
80.0,110.0,4200.0,8.0,500.0,0.55,0.00015214670565910637,6.384302832884714e-05,0.26666666666666666,0.7027283689263065,0.9033974113887164,0.7894736842105263,0.8147157668554459
70.0,120.0,5000.0,8.0,320.0,0.7,0.0001482075749663636,6.21901053818874e-05,0.41666666666666663,0.7686091535131477,0.9058984931768301,0.7058823529411765,0.814707656218812
70.0,110.0,4200.0,8.0,320.0,0.7,0.00014825658581685275,6.22106745140627e-05,0.41666666666666663,0.7686091535131477,0.9058673694744364,0.7058823529411765,0.8146936505527349
70.0,150.0,5000.0,12.0,200.0,0.55,0.00018195126904174685,7.634946814505383e-05,1.0,0.9722222222222222,0.8844735838043835,0.5,0.8146797793786391
80.0,110.0,5000.0,15.0,200.0,0.7,0.0001626586599741131,6.825399759691209e-05,1.25,1.1111111111111112,0.896723056165699,0.4444444444444444,0.8146364863856757
90.0,120.0,5000.0,8.0,500.0,0.7,0.00024499621940776706,0.00010280407150276005,0.26666666666666666,0.7905694150420949,0.8444444180217753,0.7894736842105263,0.814539233675059
70.0,150.0,5000.0,8.0,320.0,0.45,0.000148869221447967,6.246774137252942e-05,0.41666666666666663,0.7686091535131477,0.9054783947559104,0.7058823529411765,0.8145186119293981
90.0,110.0,4200.0,8.0,500.0,0.7,0.00024507721536792815,0.00010283805022481829,0.26666666666666666,0.7905694150420949,0.8443930039113478,0.7894736842105263,0.8145160973253665
90.0,150.0,5000.0,12.0,320.0,0.55,0.0003007765917573124,0.00012621033238247037,0.625,0.9882117688026186,0.8090277805301391,0.6153846153846154,0.8143721857255021
80.0,130.0,4200.0,12.0,200.0,0.55,0.0002125024184351787,8.916918159229681e-05,1.0,1.1111111111111112,0.865075733535132,0.5,0.8142840800908093
90.0,150.0,5000.0,8.0,500.0,0.45,0.0002460899413563311,0.00010326300252927467,0.26666666666666666,0.7905694150420949,0.8437499972476387,0.7894736842105263,0.8142267443266975
90.0,150.0,5000.0,8.0,200.0,0.55,0.0003007765917573124,0.00012621033238247037,0.6666666666666666,1.25,0.8090277805301391,0.6000000000000001,0.8140625012385626
80.0,120.0,3500.0,8.0,320.0,0.55,0.00021728058345615864,9.117417357629165e-05,0.41666666666666663,0.8314794192830981,0.8620419266987597,0.7058823529411765,0.8138332810346653
70.0,130.0,5000.0,15.0,200.0,0.55,0.0001366656069876626,5.7346933317603543e-05,1.25,0.9722222222222222,0.9132268259759851,0.4444444444444444,0.8137298494669711
80.0,150.0,5000.0,8.0,200.0,0.7,0.00030246443930082023,0.00012691860320046544,0.6666666666666666,1.1111111111111112,0.8079560770685845,0.6000000000000001,0.813580234680863
90.0,150.0,5000.0,8.0,320.0,0.7,0.00038280655280686915,0.00016063133080024272,0.41666666666666663,0.9882117688026186,0.7569444499491672,0.7058823529411765,0.813559121353205
80.0,130.0,3500.0,10.0,200.0,0.55,0.00025500290212221444,0.00010700302664190531,0.8333333333333334,1.0517475169954873,0.8380908670308239,0.5454545454545454,0.813504526527507
60.0,130.0,5000.0,8.0,200.0,0.7,0.0001277912233490497,5.3623098210664466e-05,0.6666666666666666,0.8333333333333333,0.9188614601765898,0.6000000000000001,0.8134876570794654
70.0,120.0,4200.0,15.0,200.0,0.55,0.000138629533466883,5.817101555294357e-05,1.25,0.9722222222222222,0.9119798851706028,0.4444444444444444,0.813168726104549
90.0,130.0,4200.0,10.0,320.0,0.7,0.00034229792072437704,0.00014363331138156354,0.5208333333333334,0.9882117688026186,0.7826646064030759,0.6575342465753424,0.8130461651660053
80.0,120.0,3500.0,10.0,320.0,0.45,0.00017777501489035785,7.459704647772014e-05,0.5208333333333334,0.8314794192830981,0.8871252197595414,0.6575342465753424,0.8130337363205586
70.0,130.0,5000.0,10.0,320.0,0.45,0.00011181731679243967,4.6920209570089355e-05,0.5208333333333334,0.7686091535131477,0.9290037797187871,0.6575342465753424,0.8130180085712342
80.0,130.0,5000.0,10.0,320.0,0.7,0.00022718441323377192,9.532996773486957e-05,0.5208333333333334,0.8784104611578832,0.8557536837384413,0.6575342465753424,0.8129958576734991
60.0,120.0,4200.0,8.0,200.0,0.7,0.00012962761684320867,5.439368396764621e-05,0.6666666666666666,0.8333333333333333,0.9176954663191557,0.6000000000000001,0.8129629598436201
90.0,130.0,5000.0,12.0,500.0,0.45,0.00018484088650438935,7.756198465358466e-05,0.4,0.7905694150420949,0.8826388927421949,0.7142857142857143,0.8129297548180447
80.0,120.0,3500.0,12.0,200.0,0.55,0.00021728058345615864,9.117417357629165e-05,1.0,1.0517475169954873,0.8620419266987597,0.5,0.8129188670144418
70.0,150.0,4200.0,8.0,200.0,0.7,0.0002756837347988039,0.00011568099580472335,0.6666666666666666,0.9722222222222222,0.824960000482654,0.6000000000000001,0.812898666883861
60.0,130.0,5000.0,10.0,200.0,0.45,8.215150592150167e-05,3.4471995604690164e-05,0.8333333333333334,0.8333333333333333,0.9478395042156047,0.5454545454545454,0.8128914132606585
60.0,150.0,4200.0,8.0,200.0,0.45,0.00013020630285609514,5.4636504501104355e-05,0.6666666666666666,0.8333333333333333,0.9173280480948948,0.6000000000000001,0.8127976216427026
80.0,120.0,5000.0,10.0,500.0,0.45,0.00012444252206478268,5.22179325344041e-05,0.33333333333333337,0.7027283689263065,0.920987653831679,0.7499999999999999,0.8127629549021476
80.0,110.0,4200.0,10.0,500.0,0.45,0.00012448366032913327,5.223520201980136e-05,0.33333333333333337,0.7027283689263065,0.9209615229128139,0.7499999999999999,0.8127511959886582
80.0,130.0,4200.0,8.0,320.0,0.7,0.00027045761817134917,0.00011348805128363892,0.41666666666666663,0.8784104611578832,0.8282782033148648,0.7058823529411765,0.8127189180743483
60.0,110.0,5000.0,8.0,200.0,1.0,0.00013070784916635603,5.484696157509461e-05,0.6666666666666666,0.8333333333333333,0.917009599884163,0.6000000000000001,0.8126543199478733
60.0,110.0,3500.0,8.0,200.0,0.45,8.402647654293105e-05,3.5258759453427047e-05,0.6666666666666666,0.7888106377466154,0.9466490308561288,0.6000000000000001,0.8126352552092426
70.0,120.0,4200.0,10.0,320.0,0.45,0.0001134241683757864,4.7594468924216926e-05,0.5208333333333334,0.7686091535131477,0.9279835399101647,0.6575342465753424,0.812558900657354
60.0,120.0,4200.0,10.0,200.0,0.45,8.333203732036054e-05,3.4967364626936615e-05,0.8333333333333334,0.8333333333333333,0.9470899481384657,0.5454545454545454,0.8125541130259459
70.0,120.0,3500.0,12.0,200.0,0.45,0.00013610899623017758,5.711336780223064e-05,1.0,0.9202790773710514,0.9135802401855858,0.5,0.8121948312948291
90.0,120.0,4200.0,12.0,500.0,0.45,0.00018749709124676883,7.867657404858619e-05,0.4,0.7905694150420949,0.8809523778068251,0.7142857142857143,0.8121708230971283
80.0,130.0,5000.0,15.0,320.0,0.45,0.00014604712487198412,6.128355016699061e-05,0.78125,0.8784104611578832,0.9072702260468155,0.5614035087719298,0.8121456172614143
90.0,130.0,4200.0,12.0,200.0,0.45,0.00022004867787472904,9.233570744981989e-05,1.0,1.25,0.8602843788211033,0.5,0.8121279704694965
80.0,120.0,4200.0,10.0,320.0,0.7,0.00023044910631142557,9.669988503446802e-05,0.5208333333333334,0.8784104611578832,0.8536808253420172,0.6575342465753424,0.8120630713951082
